,epoch,D_loss,G_loss,E_loss
0,1,0.5484721846878529,0.2820260419975966,0.3275206843391061
1,2,0.44247147580608726,0.33104916638694704,0.42894132109358907
2,3,0.2639783904887736,0.5011511559132487,0.6229808731004596
3,4,0.14606967894360423,0.7074719206430018,0.8524152049794793
4,5,0.08500869054114446,0.9174683839082718,1.0545546663925052
5,6,0.05177123029716313,1.1317346096038818,1.230998918414116
6,7,0.03459214782924391,1.2986432490870357,1.3902401067316532
7,8,0.024302343241288327,1.4459574278444052,1.5262414515018463
8,9,0.018838190793758258,1.5457071410492063,1.6472144229337573
9,10,0.015011989693448413,1.6620690114796162,1.724303562194109
10,11,0.012444761196093168,1.7194754462689161,1.8319512568414211
11,12,0.0100296423479449,1.7875986620783806,1.921695750206709
12,13,0.007995398867933545,1.8828862868249416,2.0035899709910154
13,14,0.006389883277734043,1.9804453290998936,2.084152054041624
14,15,0.005405452069680905,2.0572333689779043,2.1453981082886457
15,16,0.004634834069292992,2.105258407071233,2.220847288146615
16,17,0.003964197330788011,2.183950897306204,2.263700880110264
17,18,0.0035949331177107524,2.22337519004941,2.3100334275513887
18,19,0.0033446483284933493,2.255319444462657,2.3439602721482515
19,20,0.002939750413133879,2.296279551461339,2.4143068566918373
20,21,0.0023859486191213364,2.3916891124099493,2.4876492712646723
21,22,0.0019448257789917989,2.480609443038702,2.5587913654744625
22,23,0.0017167040414278745,2.5341578740626574,2.603947142139077
23,24,0.0015961088975018356,2.5661551486700773,2.632135594263673
24,25,0.0014930446150174248,2.6009453050792217,2.6587636079639196
25,26,0.0013525025597118656,2.6344970781356096,2.7107917554676533
26,27,0.00130110188274557,2.6140235029160976,2.7695284225046635
27,28,0.0011786797276727157,2.6538054663687944,2.809995900839567
28,29,0.001047047976499016,2.737765058875084,2.8231592290103436
29,30,0.0009098810464820417,2.8086882773786783,2.8653547782450914
30,31,0.0008428009637100331,2.844725850969553,2.893390092998743
31,32,0.0007371076012532285,2.8724318891763687,2.9832858480513096
32,33,0.000672922384183039,2.9231243897229433,2.9962869603186846
33,34,0.0005771821929556609,2.972467765212059,3.0705752726644278
34,35,0.0005934625173722452,2.944111706689,3.0822282060980797
35,36,0.0005700174569938099,2.945615215227008,3.1220193300396204
36,37,0.0005535777499972028,2.9789902847260237,3.114108821377158
37,38,0.0005097167791063839,3.0099284891039133,3.149948576465249
38,39,0.0004315872477036464,3.077045312151313,3.2181571424007416
39,40,0.0003711271847350872,3.1304556373506784,3.289370449259877
40,41,0.00038352539627339866,3.1150756161659956,3.2783476300537586
41,42,0.000379687529630246,3.1059380937367678,3.307357521727681
42,43,0.0003131793648663006,3.1997287683188915,3.3641689494252205
43,44,0.0002899361020354263,3.258860619738698,3.361602671444416
44,45,0.00025841450792540854,3.302738321945071,3.412642043083906
45,46,0.0002379777874921274,3.3440877683460712,3.44238955155015
46,47,0.00022441390478888934,3.3775119595229626,3.4663655646145344
47,48,0.000202623781319744,3.4249393083155155,3.50525039806962
48,49,0.0001870244643669139,3.4715560860931873,3.518082182854414
49,50,0.00017125725639743905,3.5084074214100838,3.5570463463664055
50,51,0.0001538536040470717,3.5483175553381443,3.6016260385513306
51,52,0.00014110203687778267,3.596656918525696,3.6144979596138
52,53,0.00012880285839855787,3.636052932590246,3.645676411688328
53,54,0.00013050920802015753,3.653489712625742,3.6263262070715427
54,55,0.0001272877062774569,3.671061184257269,3.6389712058007717
55,56,0.00011264577688052668,3.6845954582095146,3.714671615511179
56,57,0.00010410801922944302,3.679854691028595,3.7869309671223164
57,58,0.00010723520159672262,3.6474588438868523,3.8064740523695946
58,59,0.00011794973715950618,3.5616815499961376,3.8376984857022762
59,60,0.00011357207375795042,3.57889736071229,3.851697724312544
60,61,0.00010283752931172785,3.6434210874140263,3.8641591295599937
61,62,9.247209169416237e-05,3.7051496617496014,3.8848351165652275
62,63,8.269767994306676e-05,3.7406949810683727,3.936880514025688
63,64,7.668948609307336e-05,3.795770473778248,3.931096848100424
64,65,6.68863252144547e-05,3.844775263220072,3.9941227100789547
65,66,6.26681796234152e-05,3.9008278250694275,3.9840872026979923
66,67,5.623984873182053e-05,3.9541752487421036,4.016814179718494
67,68,5.538775781133154e-05,3.9746585562825203,4.009404417127371
68,69,5.5337917899578315e-05,3.976678516715765,4.016803089529276
69,70,5.008585654309172e-05,4.003627792000771,4.073836766183376
70,71,4.5093523056038975e-05,4.044476862996817,4.114515997469425
71,72,4.301514528037842e-05,4.062442887574434,4.141416270285845
72,73,4.017533851197186e-05,4.047761373221874,4.218815270811319
73,74,4.233353874383283e-05,4.027774877846241,4.190350823104382
74,75,4.101605125583774e-05,4.0280414037406445,4.226637911051512
75,76,3.9985235758877025e-05,4.05873816087842,4.228588912636042
76,77,3.566026381918164e-05,4.120548523962498,4.252573795616627
77,78,3.12682205674264e-05,4.181828625500202,4.286183197051287
78,79,2.753553083323368e-05,4.2190882340073586,4.3549976125359535
79,80,2.7978637447745314e-05,4.208013568073511,4.361699018627405
80,81,3.0002769506154436e-05,4.160869423300028,4.3669993579387665
81,82,2.6758683645766723e-05,4.1939495131373405,4.426925618201494
82,83,2.3686583546123074e-05,4.248365733772516,4.461910601705313
83,84,2.2143752673287054e-05,4.300895180553198,4.454065997153521
84,85,1.9739566823773202e-05,4.349036384373903,4.5027369521558285
85,86,1.78963761641171e-05,4.396321665495634,4.530448172241449
86,87,1.675785249233286e-05,4.435241237282753,4.544735122472048
87,88,1.5696701723300066e-05,4.471427101641893,4.564610134810209
88,89,1.478118899456149e-05,4.499925162643194,4.591512240469456
89,90,1.3814506708342833e-05,4.523222520947456,4.619868885725737
90,91,1.2808945157871676e-05,4.549860432744026,4.6588115729391575
91,92,1.1619360556380798e-05,4.586411986500025,4.702568434178829
92,93,1.0710676576763944e-05,4.612932309508324,4.741682272404432
93,94,1.0309714738809816e-05,4.631971176713705,4.7487176693975925
94,95,9.820202912180775e-06,4.670737955719233,4.747090570628643
95,96,9.119203483010097e-06,4.713772881776094,4.765378549695015
96,97,7.897445840399087e-06,4.755333498120308,4.850435551255941
97,98,8.016368305163724e-06,4.7903006747365,4.8148369416594505
98,99,7.022628590647173e-06,4.817807499319315,4.899724338203669
99,100,6.949362916230939e-06,4.8269625678658485,4.893304273486137
100,101,6.5680885334984396e-06,4.8413090743124485,4.917365752160549
101,102,6.498576237135012e-06,4.837635539472103,4.930949792265892
102,103,5.945391830408653e-06,4.865411207079887,4.973161116242409
103,104,5.697150154304609e-06,4.90492258220911,4.9654141664505005
104,105,5.120008456316327e-06,4.944044552743435,5.018884755671024
105,106,4.92840180399412e-06,4.966412797570229,5.032634396106005
106,107,4.481061818495391e-06,4.984006393700838,5.092704989016056
107,108,4.815790308754231e-06,4.994481161236763,5.032993283122778
108,109,4.4349872361237885e-06,4.995409592986107,5.102997645735741
109,110,4.019613129457866e-06,5.007781088352203,5.164970636367798
110,111,3.7188028763068814e-06,5.044509496539831,5.186976704746485
111,112,3.493837743562267e-06,5.086355105042458,5.191904690116644
112,113,3.1908169386696272e-06,5.125140722841024,5.225466836243868
113,114,3.0845057157335987e-06,5.15158361941576,5.236362397670746
114,115,2.9101906093842445e-06,5.1740895956754684,5.262205578386784
115,116,2.9734911368706207e-06,5.193076115101576,5.23791391402483
116,117,2.614537049083765e-06,5.220157481729984,5.312134761363268
117,118,2.4749759592879172e-06,5.255785815417767,5.316369190812111
118,119,2.3160375377528908e-06,5.286609340459108,5.328847661614418
119,120,2.0879094950743138e-06,5.313313614577055,5.3875024281442165
120,121,1.925082829146163e-06,5.342606995254755,5.428379498422146
121,122,1.8666103400732936e-06,5.36668598279357,5.433221194893122
122,123,1.7654902286778906e-06,5.390433672815561,5.449676018208265
123,124,1.6954564969751118e-06,5.415518701076508,5.467377372086048
124,125,1.5883011883488507e-06,5.4414039216935635,5.498447515070438
125,126,1.5582108048306509e-06,5.452316753566265,5.49229634180665
126,127,1.5786578035914545e-06,5.44749666377902,5.489001307636499
127,128,1.5491316442961534e-06,5.447031158953905,5.510179717093706
128,129,1.4648648622994642e-06,5.469875160604715,5.552511014044285
129,130,1.3573854804604935e-06,5.500097323209047,5.57144033536315
130,131,1.1874645915455062e-06,5.5338306203484535,5.6585308983922005
131,132,1.1045813925747439e-06,5.570576723664999,5.669168204069138
132,133,1.0210676038013844e-06,5.594230230897665,5.701936479657888
133,134,9.783735253066084e-07,5.602691773325205,5.736858777701855
134,135,9.604481405744991e-07,5.589233510196209,5.772389765828848
135,136,1.0165120816196804e-06,5.5513332933187485,5.773443233221769
136,137,1.1011640941305245e-06,5.494311936199665,5.780906934291124
137,138,1.1087760736216978e-06,5.484395880252123,5.789585176855326
138,139,9.678391208467474e-07,5.5399069003760815,5.8445909433066845
139,140,9.000731271413542e-07,5.601353954523802,5.820096917450428
140,141,8.087876368634284e-07,5.657958053052425,5.860564596951008
141,142,7.478034409480472e-07,5.711666997522116,5.848335027694702
142,143,6.583257063930148e-07,5.756661739200354,5.917224649339914
143,144,6.15190601571669e-07,5.788003150373697,5.944385524839163
144,145,5.970454659554036e-07,5.8218334801495075,5.924336388707161
145,146,5.577664929923287e-07,5.858470365405083,5.944334223866463
146,147,5.283540436273881e-07,5.890579733997583,5.954201351851225
147,148,4.85535651684188e-07,5.921186693012714,5.9890740513801575
148,149,4.5784231783585483e-07,5.9450681656599045,6.022433158010244
149,150,4.3592023146743486e-07,5.961154904216528,6.048672780394554
150,151,4.1733525701914687e-07,5.964452371001244,6.0845217145979404
151,152,3.974444950927136e-07,5.971810929477215,6.113726187497377
